"chromosome"	"start"	"ratio"	"ratio_median"
8	16250001	-0.525	-0.603
8	16300001	-0.739	-0.603
8	16350001	-0.48	-0.603
8	16400001	-0.558	-0.603
8	16450001	-0.619	-0.603
8	16500001	-0.714	-0.603
8	16550001	-0.57	-0.603
8	16600001	-0.675	-0.603
8	16650001	-0.506	-0.603
8	16700001	-0.635	-0.603
8	16750001	-0.597	-0.603
8	16800001	-0.569	-0.603
8	16850001	-0.37	-0.603
8	16900001	-0.488	-0.603
8	16950001	-0.565	-0.603
8	17000001	-0.492	-0.603
8	17050001	-0.433	-0.603
8	17100001	-0.72	-0.603
8	17150001	-0.529	-0.603
8	17200001	-0.635	-0.603
8	17250001	-0.719	-0.603
8	17300001	-0.566	-0.603
8	17350001	-0.533	-0.603
8	17400001	-0.655	-0.603
8	17450001	-0.911	-0.603
8	17500001	-0.398	-0.603
8	17600001	-0.469	-0.603
8	17650001	-0.54	-0.603
8	17700001	-0.738	-0.603
8	17750001	-0.491	-0.603
8	17800001	-0.58	-0.603
8	17850001	-0.582	-0.603
8	17900001	-0.596	-0.603
8	17950001	-0.67	-0.603
8	18000001	-0.665	-0.603
8	18050001	-0.622	-0.603
8	18100001	-0.712	-0.603
8	18150001	-0.583	-0.603
8	18200001	-0.707	-0.603
8	18250001	-0.558	-0.603
8	18300001	-0.549	-0.603
8	18350001	-0.592	-0.603
8	18400001	-0.498	-0.603
8	18450001	-0.745	-0.603
8	18500001	-0.629	-0.603
8	18550001	-0.551	-0.603
8	18600001	-0.561	-0.603
8	18650001	-0.629	-0.603
8	18700001	-0.31	-0.603
8	18750001	-0.632	-0.603
8	18800001	-0.657	-0.603
8	18850001	-0.55	-0.603
8	18900001	-0.49	-0.603
8	18950001	-0.503	-0.603
8	19000001	-0.525	-0.603
8	19050001	-0.554	-0.603
8	19100001	-0.71	-0.603
8	19150001	-0.823	-0.603
8	19200001	-0.537	-0.603
8	19250001	-0.696	-0.603
8	19300001	-0.769	-0.603
8	19350001	-0.558	-0.603
8	19400001	-0.751	-0.603
8	19450001	-0.725	-0.603
8	19500001	-0.629	-0.603
8	19550001	-0.661	-0.603
8	19600001	-0.635	-0.603
8	19650001	-0.542	-0.603
8	19750001	-0.384	-0.603
8	19800001	-0.66	-0.603
8	19850001	-0.43	-0.603
8	19950001	-0.756	-0.603
8	20000001	-0.583	-0.603
8	20050001	-0.543	-0.603
8	20100001	-0.825	-0.603
8	20150001	-0.667	-0.603
8	20200001	-0.495	-0.603
8	20250001	-0.682	-0.603
8	20300001	-0.525	-0.603
8	20350001	-0.504	-0.603
8	20400001	-0.616	-0.603
8	20450001	-0.774	-0.603
8	20500001	-0.801	-0.603
8	20550001	-0.806	-0.603
8	20600001	-0.541	-0.603
8	20650001	-0.618	-0.603
8	20700001	-0.563	-0.603
8	20750001	-0.489	-0.603
8	20800001	-0.616	-0.603
8	20850001	-0.764	-0.603
8	20900001	-0.353	-0.603
8	20950001	-0.622	-0.603
8	21000001	-0.723	-0.603
8	21050001	-0.706	-0.603
8	21100001	-0.321	-0.603
8	21150001	-0.696	-0.603
8	21200001	-0.779	-0.603
8	21250001	-0.535	-0.603
8	21300001	-0.658	-0.603
8	21350001	-0.474	-0.603
8	21400001	-0.596	-0.603
8	21500001	-0.583	-0.603
8	21550001	-0.705	-0.603
8	21700001	-0.616	-0.603
8	21750001	-0.699	-0.603
8	21800001	-0.566	-0.603
8	21850001	-0.429	-0.603
8	21900001	-0.686	-0.603
8	21950001	-0.706	-0.603
8	22000001	-0.614	-0.603
8	22050001	-0.63	-0.603
8	22100001	-0.665	-0.603
8	22150001	-0.504	-0.603
8	22200001	-0.582	-0.603
8	22250001	-0.717	-0.603
8	22300001	-0.481	-0.603
8	22350001	-0.66	-0.603
8	22400001	-0.752	-0.603
8	22450001	-0.601	-0.603
8	22500001	-0.445	-0.603
8	22550001	-0.563	-0.603
8	22600001	-0.629	-0.603
8	22650001	-0.551	-0.603
8	22700001	-0.485	-0.603
8	22750001	-0.535	-0.603
8	22800001	-0.404	-0.603
8	22850001	-0.495	-0.603
8	22900001	-0.522	-0.603
8	22950001	-0.58	-0.603
8	23000001	-0.452	-0.603
8	23050001	-0.383	-0.603
8	23100001	-0.672	-0.603
8	23150001	-0.698	-0.603
8	23200001	-0.65	-0.603
8	23250001	-0.519	-0.603
8	23300001	-0.403	-0.603
8	23350001	-0.49	-0.603
8	23400001	-0.675	-0.603
8	23450001	-0.578	-0.603
8	23500001	-0.655	-0.603
8	23550001	-0.657	-0.603
8	23600001	-0.745	-0.603
8	23650001	-0.791	-0.603
8	23700001	-0.737	-0.603
8	23750001	-0.59	-0.603
8	23800001	-0.462	-0.603
8	23850001	-0.636	-0.603
8	23900001	-0.699	-0.603
8	23950001	-0.544	-0.603
8	24000001	-0.666	-0.603
8	24050001	-0.499	-0.603
8	24100001	-0.727	-0.603
8	24150001	-0.497	-0.603
8	24200001	-0.738	-0.603
8	24250001	-0.543	-0.603
8	24300001	-0.577	-0.603
8	24350001	-0.681	-0.603
8	24400001	-0.384	-0.603
8	24450001	-0.573	-0.603
8	24500001	-0.415	-0.603
8	24550001	-0.523	-0.603
8	24600001	-0.694	-0.603
8	24650001	-0.517	-0.603
8	24700001	-0.766	-0.603
8	24750001	-0.557	-0.603
8	24800001	-0.663	-0.603
8	24850001	-0.717	-0.603
8	24900001	-0.641	-0.603
8	24950001	-0.659	-0.603
8	25000001	-0.678	-0.603
8	25050001	-0.757	-0.603
8	25100001	-0.507	-0.603
8	25150001	-0.601	-0.603
8	25200001	-0.818	-0.603
8	25250001	-0.552	-0.603
8	25300001	-0.674	-0.603
8	25350001	-0.719	-0.603
8	25400001	-0.627	-0.603
8	25450001	-0.54	-0.603
8	25500001	-0.595	-0.603
8	25550001	-0.711	-0.603
8	25600001	-0.689	-0.603
8	25650001	-0.755	-0.603
8	25700001	-0.595	-0.603
8	25750001	-0.724	-0.603
8	25800001	-0.531	-0.603
8	25850001	-0.523	-0.603
8	25900001	-0.67	-0.603
8	25950001	-0.403	-0.603
8	26000001	-0.584	-0.603
8	26050001	-0.65	-0.603
8	26100001	-0.592	-0.603
8	26150001	-0.569	-0.603
8	26200001	-0.562	-0.603
8	26250001	-0.624	-0.603
8	26300001	-0.762	-0.603
8	26350001	-0.474	-0.603
8	26400001	-0.72	-0.603
8	26450001	-0.712	-0.603
8	26500001	-0.608	-0.603
8	26550001	-0.78	-0.603
8	26600001	-0.518	-0.603
8	26650001	-0.649	-0.603
8	26700001	-0.578	-0.603
8	26750001	-0.484	-0.603
8	26800001	-0.467	-0.603
8	26850001	-0.551	-0.603
8	26900001	-0.593	-0.603
8	26950001	-0.838	-0.603
8	27000001	-0.615	-0.603
8	27050001	-0.593	-0.603
8	27100001	-0.721	-0.603
8	27150001	-0.528	-0.603
8	27200001	-0.528	-0.603
8	27250001	-0.557	-0.603
8	27300001	-0.559	-0.603
8	27350001	-0.441	-0.603
8	27400001	-0.685	-0.603
8	27450001	-0.535	-0.603
8	27500001	-0.746	-0.603
8	27550001	-0.648	-0.603
8	27600001	-0.541	-0.603
8	27650001	-0.511	-0.603
8	27700001	-0.666	-0.603
8	27750001	-0.682	-0.603
8	27800001	-0.536	-0.603
8	27850001	-0.569	-0.603
8	27900001	-0.744	-0.603
8	27950001	-0.724	-0.603
8	28000001	-0.626	-0.603
8	28050001	-0.541	-0.603
8	28100001	-0.729	-0.603
8	28150001	-0.543	-0.603
8	28200001	-0.416	-0.603
8	28250001	-0.726	-0.603
8	28300001	-0.777	-0.603
8	28350001	-0.605	-0.603
8	28400001	-0.392	-0.603
8	28450001	-0.437	-0.603
8	28500001	-0.683	-0.603
8	28550001	-0.551	-0.603
8	28600001	-0.521	-0.603
8	28650001	-0.764	-0.603
8	28700001	-0.484	-0.603
8	28750001	-0.611	-0.603
8	28800001	-0.784	-0.603
8	28850001	-0.563	-0.603
8	28900001	-0.646	-0.603
8	28950001	-0.508	-0.603
8	29000001	-0.664	-0.603
8	29050001	-0.568	-0.603
8	29100001	-0.563	-0.603
8	29150001	-0.682	-0.603
8	29200001	-0.763	-0.603
8	29250001	-0.673	-0.603
8	29300001	-0.562	-0.603
8	29400001	-0.568	-0.603
8	29450001	-0.595	-0.603
8	29500001	-0.516	-0.603
8	29550001	-0.52	-0.603
8	29600001	-0.623	-0.603
8	29650001	-0.524	-0.603
8	29700001	-0.628	-0.603
8	29750001	-0.537	-0.603
8	29800001	-0.503	-0.603
8	29850001	-0.775	-0.603
8	29900001	-0.505	-0.603
8	29950001	-0.703	-0.603
8	30000001	-0.532	-0.603
8	30050001	-0.578	-0.603
8	30100001	-0.648	-0.603
8	30150001	-0.678	-0.603
8	30200001	-0.632	-0.603
8	30250001	-0.672	-0.603
8	30300001	-0.452	-0.603
8	30350001	-0.577	-0.603
8	30400001	-0.641	-0.603
8	30450001	-0.371	-0.603
8	30500001	-0.59	-0.603
8	30550001	-0.669	-0.603
8	30600001	-0.493	-0.603
8	30650001	-0.54	-0.603
8	30700001	-0.44	-0.603
8	30750001	-0.591	-0.603
8	30800001	-0.469	-0.603
8	30850001	-0.681	-0.603
8	30900001	-0.598	-0.603
8	30950001	-0.463	-0.603
8	31000001	-0.48	-0.603
8	31050001	-0.467	-0.603
8	31100001	-0.635	-0.603
8	31150001	-0.477	-0.603
8	31200001	-0.679	-0.603
8	31250001	-0.688	-0.603
8	31300001	-0.558	-0.603
8	31350001	-0.533	-0.603
8	31400001	-0.411	-0.603
8	31450001	-0.561	-0.603
8	31500001	-0.649	-0.603
8	31550001	-0.646	-0.603
8	31600001	-0.634	-0.603
8	31650001	-0.601	-0.603
8	31700001	-0.665	-0.603
8	31750001	-0.589	-0.603
8	31800001	-0.389	-0.603
8	31850001	-0.614	-0.603
8	31900001	-0.637	-0.603
8	31950001	-0.6	-0.603
8	32000001	-0.799	-0.603
8	32050001	-0.634	-0.603
8	32100001	-0.572	-0.603
8	32150001	-0.609	-0.603
8	32200001	-0.556	-0.603
8	32250001	-0.592	-0.603
8	32300001	-0.784	-0.603
8	32350001	-0.783	-0.603
8	32400001	-0.75	-0.603
8	32450001	-0.681	-0.603
8	32500001	-0.479	-0.603
8	32550001	-0.479	-0.603
8	32600001	-0.647	-0.603
8	32700001	-0.632	-0.603
8	32750001	-0.602	-0.603
8	32800001	-0.489	-0.603
8	32900001	-0.526	-0.603
8	32950001	-0.553	-0.603
8	33000001	-0.781	-0.603
8	33050001	-0.674	-0.603
8	33100001	-0.537	-0.603
8	33150001	-0.537	-0.603
8	33200001	-0.482	-0.603
8	33250001	-0.6	-0.603
8	33300001	-0.6	-0.603
8	33350001	-0.68	-0.603
8	33400001	-0.628	-0.603
8	33450001	-0.648	-0.603
8	33500001	-0.372	-0.603
8	33550001	-0.615	-0.603
8	33600001	-0.493	-0.603
8	33650001	-0.671	-0.603
8	33700001	-0.488	-0.603
8	33750001	-0.694	-0.603
8	33800001	-0.492	-0.603
8	33850001	-0.643	-0.603
8	33900001	-0.661	-0.603
8	33950001	-0.766	-0.603
8	34000001	-0.457	-0.603
8	34050001	-0.603	-0.603
8	34100001	-0.583	-0.603
8	34150001	-0.49	-0.603
8	34200001	-0.62	-0.603
8	34250001	-0.585	-0.603
8	34300001	-0.674	-0.603
8	34350001	-0.873	-0.603
8	34400001	-0.566	-0.603
8	34450001	-0.547	-0.603
8	34500001	-0.611	-0.603
8	34550001	-0.448	-0.603
8	34600001	-0.635	-0.603
8	34650001	-0.646	-0.603
8	34700001	-0.551	-0.603
8	34750001	-0.637	-0.603
8	34800001	-0.966	-0.603
8	34850001	-0.541	-0.603
8	34900001	-0.73	-0.603
8	34950001	-0.582	-0.603
8	35000001	-0.792	-0.603
8	35050001	-0.719	-0.603
8	35100001	-0.682	-0.603
8	35150001	-0.634	-0.603
8	35200001	-0.625	-0.603
8	35250001	-0.403	-0.603
8	35300001	-0.451	-0.603
8	35350001	-0.646	-0.603
8	35400001	-0.71	-0.603
8	35450001	-0.783	-0.603
8	35500001	-0.522	-0.603
8	35550001	-0.614	-0.603
8	35600001	-0.432	-0.603
8	35650001	-0.751	-0.603
8	35700001	-0.57	-0.603
8	35750001	-0.493	-0.603
8	35800001	-0.715	-0.603
8	35850001	-0.588	-0.603
8	35900001	-0.516	-0.603
8	35950001	-0.582	-0.603
8	36000001	-0.725	-0.603
8	36050001	-0.726	-0.603
8	36100001	-0.602	-0.603
8	36150001	-0.612	-0.603
8	36200001	-0.653	-0.603
8	36250001	-0.643	-0.603
8	36300001	-0.661	-0.603
8	36350001	-0.632	-0.603
8	36400001	-0.471	-0.603
8	36450001	-0.674	-0.603
8	36500001	-0.447	-0.603
8	36550001	-0.586	-0.603
8	36600001	-0.51	-0.603
8	36650001	-0.463	-0.603
8	36700001	-0.595	-0.603
8	36750001	-0.496	-0.603
8	36800001	-0.462	-0.603
8	36850001	-0.614	-0.603
8	36900001	-0.5	-0.603
8	36950001	-0.501	-0.603
8	37000001	-0.712	-0.603
8	37050001	-0.914	-0.603
8	37100001	-0.491	-0.603
8	37150001	-0.547	-0.603
8	37200001	-0.697	-0.603
8	37250001	-0.58	-0.603
8	37300001	-0.612	-0.603
8	37350001	-0.599	-0.603
8	37400001	-0.693	-0.603
8	37450001	-0.648	-0.603
8	37500001	-0.694	-0.603
8	37550001	-0.669	-0.603
8	37600001	-0.659	-0.603
8	37650001	-0.658	-0.603
8	37700001	-0.505	-0.603
8	37750001	-0.762	-0.603
8	37800001	-0.535	-0.603
8	37850001	-0.55	-0.603
8	37900001	-0.774	-0.603
8	37950001	-0.366	-0.603
8	38000001	-0.535	-0.603
8	38050001	-0.517	-0.603
8	38100001	-0.359	-0.603
8	38150001	-0.512	-0.603
8	38200001	-0.497	-0.603
8	38250001	-0.652	-0.603
8	38300001	-0.593	-0.603
8	38350001	-0.521	-0.603
8	38400001	-0.711	-0.603
8	38450001	-0.634	-0.603
8	38500001	-0.662	-0.603
8	38550001	-0.593	-0.603
8	38600001	-0.512	-0.603
8	38650001	-0.618	-0.603
8	38700001	-0.692	-0.603
8	38750001	-0.62	-0.603
8	38800001	-0.605	-0.603
8	38850001	-0.576	-0.603
8	38900001	-0.606	-0.603
8	38950001	-0.416	-0.603
8	39000001	-0.752	-0.603
8	39050001	-0.495	-0.603
8	39100001	-0.565	-0.603
8	39150001	-0.491	-0.603
8	39200001	-1.269	-1.904
8	39250001	-1022	-1.904
8	39300001	-1022	-1.904
8	39350001	-2.127	-1.904
8	39400001	-0.532	-1.904
8	39450001	-0.751	-0.583
8	39500001	-0.665	-0.583
8	39550001	-0.421	-0.583
8	39600001	-0.435	-0.583
8	39650001	-0.446	-0.583
8	39700001	-0.726	-0.583
8	39750001	-0.528	-0.583
8	39800001	-0.605	-0.583
8	39850001	-0.681	-0.583
8	39900001	-0.396	-0.583
8	39950001	-0.653	-0.583
8	40000001	-0.562	-0.583
8	40050001	-0.482	-0.583
8	40100001	-0.851	-0.583
8	40150001	-0.738	-0.583
8	40200001	-0.669	-0.583
8	40250001	-0.663	-0.583
8	40300001	-0.823	-0.583
8	40350001	-0.553	-0.583
8	40400001	-0.626	-0.583
8	40450001	-0.483	-0.583
8	40500001	-0.52	-0.583
8	40550001	-0.448	-0.583
8	40600001	-0.536	-0.583
8	40650001	-0.555	-0.583
8	40700001	-0.733	-0.583
8	40750001	-0.493	-0.583
8	40800001	-0.553	-0.583
8	40850001	-0.555	-0.583
8	40900001	-0.483	-0.583
8	40950001	-0.549	-0.583
8	41000001	-0.575	-0.583
8	41050001	-0.323	-0.583
8	41100001	-0.614	-0.583
8	41150001	-0.533	-0.583
8	41200001	-0.554	-0.583
8	41250001	-0.638	-0.583
8	41300001	-0.571	-0.583
8	41350001	-0.546	-0.583
8	41400001	-0.669	-0.583
8	41450001	-0.683	-0.583
8	41500001	-0.396	-0.583
8	41550001	-0.681	-0.583
8	41600001	-0.671	-0.583
8	41650001	-0.465	-0.583
8	41700001	-0.673	-0.583
8	41750001	-0.736	-0.583
8	41800001	-0.686	-0.583
8	41850001	-0.642	-0.583
8	41900001	-0.495	-0.583
8	41950001	-0.737	-0.583
8	42000001	-0.624	-0.583
8	42050001	-0.564	-0.583
8	42100001	-0.602	-0.583
8	42150001	-0.869	-0.583
8	42200001	-0.868	-0.583
8	42250001	-0.595	-0.583
8	42300001	-0.481	-0.583
8	42350001	-0.459	-0.583
8	42400001	-0.833	-0.583
8	42450001	-0.627	-0.583
8	42500001	-0.477	-0.583
8	42550001	-0.523	-0.583
8	42600001	-0.409	-0.583
8	42650001	-0.545	-0.583
8	42700001	-0.61	-0.583
8	42750001	-0.496	-0.583
8	42800001	-0.737	-0.583
8	42850001	-0.579	-0.583
8	42900001	-0.528	-0.583
8	42950001	-0.488	-0.583
8	43000001	-0.488	-0.583
8	43200001	-0.578	-0.583
8	43250001	-0.423	-0.583
8	47600001	0.181	0
8	47850001	0.08	0
8	47950001	0.004	0
8	48000001	0.009	0
8	48050001	-0.048	0
8	48100001	0.001	0
8	48250001	-0.036	0
8	48300001	-0.079	0
8	48350001	0.173	0
8	48400001	-0.036	0
8	48450001	0.011	0
8	48500001	0.038	0
8	48550001	-0.024	0
8	48600001	-0.003	0
8	48650001	0.004	0
8	48700001	0.016	0
8	48750001	-0.054	0
8	48800001	-0.019	0
8	48850001	-0.005	0
8	48900001	0.041	0
8	49000001	-0.067	0
8	49050001	-0.019	0
8	49100001	-0.089	0
8	49150001	0.114	0
8	49200001	-0.024	0
8	49250001	-0.06	0
8	49300001	-0.104	0
8	49400001	-0.141	0
8	49450001	0.159	0
8	49500001	0.005	0
8	49550001	-0.074	0
8	49600001	0.078	0
8	49650001	0.041	0
8	49700001	-0.158	0
8	49750001	-0.101	0
8	49800001	0.002	0
8	49850001	-0.136	0
8	49900001	0.034	0
8	49950001	0.053	0
8	50000001	0.102	0
8	50050001	0.066	0
8	50100001	-0.11	0
8	50150001	0.023	0
8	50200001	0.046	0
8	50250001	0.04	0
8	50300001	0.066	0
8	50350001	-0.068	0
8	50400001	0.023	0
8	50450001	0	0
8	50500001	0.05	0
8	50550001	0.019	0
8	50600001	-0.068	0
8	50650001	-0.065	0
8	50700001	0.068	0
8	50750001	-0.024	0
8	50800001	-0.005	0
8	50850001	0.053	0
8	50900001	0.046	0
8	50950001	0.064	0
8	51050001	0.053	0
8	51100001	0.151	0
8	51150001	0.031	0
8	51200001	0.074	0
8	51250001	-0.093	0
8	51300001	0.039	0
8	51350001	0.106	0
8	51400001	-0.071	0
8	51450001	0.029	0
8	51500001	0.019	0
8	51550001	-0.081	0
8	51600001	0.192	0
8	51650001	0.095	0
8	51700001	0.095	0
8	51750001	0.093	0
8	51800001	0.073	0
8	51850001	-0.046	0
8	51900001	0.007	0
8	51950001	-0.023	0
8	52000001	-0.166	0
8	52050001	-0.034	0
8	52100001	0.066	0
8	52150001	-0.022	0
8	52200001	-0.09	0
8	52250001	0.006	0
8	52300001	0.047	0
8	52350001	-0.014	0
8	52400001	-0.144	0
8	52450001	-0.042	0
8	52500001	0.009	0
8	52550001	-0.013	0
8	52600001	0.082	0
8	52650001	-0.046	0
8	52700001	0.104	0
8	52750001	0.003	0
8	52800001	-0.219	0
8	52850001	-0.071	0
8	52900001	0.049	0
8	52950001	-0.004	0
8	53000001	-0.002	0
8	53050001	0.02	0
8	53100001	-0.127	0
8	53150001	0.078	0
8	53200001	0.022	0
8	53250001	-0.087	0
8	53300001	0.023	0
8	53350001	-0.023	0
8	53400001	0.004	0
8	53450001	0.005	0
8	53500001	-0.112	0
8	53550001	0.074	0
8	53600001	-0.028	0
8	53650001	-0.184	0
8	53700001	-0.012	0
8	53750001	-0.112	0
8	53800001	0.017	0
8	53850001	0.001	0
8	53900001	0.178	0
8	53950001	-0.011	0
8	54000001	0.043	0
8	54050001	0.049	0
8	54100001	0.093	0
8	54150001	0.008	0
8	54200001	-0.051	0
8	54250001	0.058	0
8	54300001	0.136	0
8	54350001	0.023	0
8	54400001	-0.17	0
8	54450001	0.102	0
8	54500001	0.037	0
8	54550001	0.095	0
8	54600001	0.055	0
8	54650001	0.109	0
8	54700001	-0.001	0
8	54750001	-0.06	0
8	54800001	0.039	0
8	54850001	-0.052	0
8	54900001	-0.159	0
8	54950001	0.188	0
8	55000001	0.05	0
8	55050001	0.136	0
8	55100001	0.156	0
8	55150001	0.022	0
8	55200001	-0.039	0
8	55250001	0.058	0
8	55300001	-0.128	0
8	55350001	0.009	0
8	55400001	-0.182	0
8	55450001	-0.092	0
8	55500001	-0.049	0
8	55550001	0.101	0
8	55600001	-0.016	0
8	55650001	0.005	0
8	55700001	0.013	0
8	55750001	0.02	0
8	55800001	0.072	0
8	55900001	-0.018	0
8	55950001	-0.104	0
8	56000001	-0.029	0
8	56050001	-0.01	0
8	56100001	0.093	0
8	56150001	-0.227	0
8	56200001	0.03	0
8	56250001	-0.097	0
8	56300001	-0.022	0
8	56350001	0.006	0
8	56400001	-0.117	0
8	56450001	-0.027	0
8	56500001	0.134	0
8	56600001	-0.07	0
8	56650001	0.015	0
8	56700001	-0.037	0
8	56850001	0.062	0
8	56900001	-0.083	0
8	56950001	0.025	0
8	57000001	-0.122	0
8	57050001	-0.034	0
8	57100001	-0.04	0
8	57150001	-0.035	0
8	57200001	-0.082	0
8	57250001	0.073	0
8	57350001	-0.099	0
8	57400001	-0.098	0
8	57450001	0.101	0
8	57500001	-0.041	0
8	57550001	0	0
8	57600001	0.152	0
8	57650001	-0.078	0
8	57700001	-0.011	0
8	57750001	0.055	0
8	57800001	-0.076	0
8	57850001	-0.06	0
8	57900001	-0.09	0
8	57950001	0.021	0
8	58000001	0.017	0
8	58050001	0.099	0
8	58100001	-0.006	0
8	58150001	-0.068	0
8	58200001	-0.093	0
8	58250001	-0.078	0
8	58300001	-0.018	0
8	58350001	0.079	0
8	58400001	0.105	0
8	58450001	-0.075	0
8	58500001	-0.058	0
8	58550001	0.064	0
8	58600001	0.078	0
8	58650001	0.06	0
8	58700001	-0.06	0
8	58750001	0.031	0
8	58800001	0.009	0
8	58850001	-0.123	0
8	58900001	-0.065	0
8	58950001	0.057	0
8	59000001	-0.022	0
8	59050001	-0.218	0
8	59100001	0.008	0
8	59150001	0.022	0
8	59200001	-0.038	0
8	59250001	0.064	0
8	59300001	-0.039	0
8	59350001	0.016	0
8	59400001	-0.033	0
8	59450001	-0.029	0
8	59500001	0.089	0
8	59550001	-0.008	0
8	59600001	-0.001	0
8	59650001	0.093	0
8	59700001	0.03	0
8	59750001	0.032	0
8	59800001	-0.164	0
8	59850001	0	0
8	59900001	-0.002	0
8	59950001	0.072	0
8	60000001	-0.063	0
8	60050001	-0.059	0
8	60100001	-0.151	0
8	60150001	0.064	0
8	60200001	0.074	0
8	60250001	0.008	0
8	60300001	0.042	0
8	60350001	0.072	0
8	60400001	-0.008	0
8	60450001	-0.072	0
8	60500001	0.056	0
8	60550001	0.032	0
8	60600001	-0.067	0
8	60650001	0.061	0
8	60700001	0.035	0
8	60750001	-0.049	0
8	60800001	-0.001	0
8	60850001	0.071	0
8	60900001	0.028	0
8	60950001	-0.023	0
8	61000001	0.002	0
8	61050001	-0.044	0
8	61100001	-0.014	0
8	61150001	0.055	0
8	61200001	0.116	0
8	61250001	0.13	0
8	61300001	-0.066	0
8	61350001	0.026	0
8	61400001	0.001	0
8	61450001	0.034	0
8	61500001	0.08	0
8	61550001	0.014	0
8	61600001	-0.005	0
8	61650001	-0.128	0
8	61700001	0.117	0
8	61750001	0.178	0
8	61800001	0.044	0
8	61850001	-0.027	0
8	61900001	-0.085	0
8	61950001	-0.04	0
8	62000001	-0.018	0
8	62050001	-0.064	0
8	62100001	0.011	0
8	62200001	0.051	0
8	62250001	-0.01	0
8	62300001	-0.129	0
8	62350001	-0.1	0
8	62400001	-0.085	0
8	62450001	0.027	0
8	62500001	-0.01	0
8	62550001	0.096	0
8	62600001	-0.01	0
8	62650001	-0.007	0
8	62700001	0.057	0
8	62750001	0.027	0
8	62800001	-0.093	0
8	62850001	-0.041	0
8	62900001	-0.118	0
8	62950001	0.02	0
8	63000001	-0.146	0
8	63050001	0.082	0
8	63100001	0.077	0
8	63150001	0.163	0
8	63200001	-0.081	0
8	63250001	0.003	0
8	63300001	0.005	0
8	63400001	-0.006	0
8	63450001	0.107	0
8	63500001	-0.017	0
8	63550001	0.059	0
8	63600001	-0.089	0
8	63650001	0.061	0
8	63700001	-0.04	0
8	63750001	0.149	0
8	63800001	-0.036	0
8	63850001	-0.016	0
8	63900001	-0.036	0
8	63950001	0.016	0
8	64000001	0.111	0
8	64050001	-0.062	0
8	64100001	-0.087	0
8	64150001	0.076	0
8	64200001	-0.11	0
8	64250001	-0.091	0
8	64300001	-0.052	0
8	64350001	-0.092	0
8	64400001	0.035	0
8	64450001	0.081	0
8	64500001	0.046	0
8	64550001	-0.06	0
8	64600001	0.086	0
8	64650001	0.08	0
8	64700001	-0.209	0
8	64750001	-0.02	0
8	64800001	-0.015	0
8	64850001	0.04	0
8	64900001	-0.153	0
8	64950001	0.003	0
8	65000001	-0.09	0
8	65050001	0.08	0
8	65100001	0.001	0
8	65150001	-0.106	0
8	65200001	-0.029	0
8	65250001	-0.091	0
8	65300001	-0.013	0
8	65350001	0.194	0.455
8	65400001	0.366	0.455
8	65450001	0.457	0.455
8	65500001	0.655	0.455
8	65550001	0.561	0.455
8	65600001	0.612	0.621
8	65650001	0.63	0.621
8	65700001	0.765	0.741
8	65750001	0.695	0.741
8	65800001	0.881	0.741
8	65850001	0.796	0.741
8	65900001	0.762	0.741
8	65950001	0.727	0.741
8	66000001	0.755	0.741
8	66050001	0.733	0.741
8	66100001	0.735	0.741
8	66150001	0.75	0.741
8	66200001	0.561	0.741
8	66250001	0.77	0.741
8	66300001	0.677	0.741
8	66350001	0.696	0.741
8	66400001	0.781	0.741
8	66450001	0.72	0.741
8	66500001	0.81	0.741
8	66550001	0.726	0.741
8	66600001	0.799	0.741
8	66650001	0.76	0.741
8	66700001	0.765	0.741
8	66750001	0.714	0.741
8	66800001	0.768	0.741
8	66850001	0.783	0.741
8	66900001	0.72	0.741
8	66950001	0.719	0.741
8	67000001	0.802	0.741
8	67050001	0.656	0.741
8	67100001	0.693	0.741
8	67150001	0.732	0.741
8	67200001	0.715	0.741
8	67250001	0.849	0.741
8	67300001	0.761	0.741
8	67350001	0.633	0.741
8	67400001	0.782	0.741
8	67450001	0.775	0.741
8	67500001	0.809	0.741
8	67550001	0.783	0.741
8	67600001	0.664	0.741
8	67650001	0.719	0.741
8	67700001	0.706	0.741
8	67750001	0.777	0.741
8	67800001	0.757	0.741
8	67850001	0.656	0.741
8	67900001	0.781	0.741
8	67950001	0.66	0.741
8	68000001	0.749	0.741
8	68050001	0.713	0.741
8	68100001	0.662	0.668
8	68150001	0.63	0.668
8	68200001	0.736	0.668
8	68250001	0.599	0.668
8	68300001	0.678	0.668
8	68350001	0.516	0.668
8	68400001	0.804	0.668
8	68450001	0.689	0.668
8	68500001	0.591	0.668
8	68550001	0.636	0.668
8	68600001	0.719	0.668
8	68650001	0.726	0.668
8	68700001	0.686	0.668
8	68750001	0.741	0.668
8	68800001	0.666	0.668
8	68850001	0.575	0.668
8	68900001	0.398	0.413
8	68950001	0.42	0.413
8	69000001	0.477	0.413
8	69050001	0.549	0.413
8	69100001	0.522	0.413
8	69150001	0.413	0.413
8	69250001	0.282	0.413
8	69300001	0.474	0.413
8	69350001	0.36	0.413
8	69400001	0.442	0.413
8	69450001	0.488	0.413
8	69500001	0.28	0.413
8	69550001	0.459	0.413
8	69600001	0.63	0.413
8	69650001	0.313	0.413
8	69700001	0.344	0.413
8	69750001	0.421	0.413
8	69800001	0.427	0.413
8	69850001	0.367	0.413
8	69900001	0.247	0.413
8	69950001	0.439	0.413
